 GL552VWR20ENG        FABMASTER (R)          licence #5053 NATSTEEL, 

 Test Fixture Nails    2107/2362 Selected Drills           29-Jun-2015 18:02
                       2107 Nails, 2371 Nets               INCH units

Nail         X         Y   Type Grid T/B  Net   Net Name   Virtual Pin/Via
$1021      8.155     7.510   1  1B   (T)  #121  SUSB#_PWR_R      V VIA .
$1022      8.228     7.581   2  1B   (T)  #127  N49893066        V VIA .
$1023      8.254     7.510   2  1B   (T)  #136  GPU_PWR_EN       V VIA .
$1024      8.313     7.451   2  1B   (T)  #128  DGPU_RST#        V VIA .
$1025      8.389     7.320   2  1B   (T)  #502  GPU_PEX_RST_HOLD# V VIA .
$1026      8.465     7.303   2  1B   (T)  #119  SYS_PEX_RST_MON# V VIA .
$1027      8.537     7.518   1  1B   (T)  #124  GPU_RST#_R       V VIA .
$1028      8.717     7.637   1  1B   (T)  #619  P_TEMPSENS_TM1_10 V VIA .
$1029      8.566     7.918   1  1B   (T)  #1024 SMB1_CLK_S       V VIA .
$1030      8.461     8.105   1  1B   (T)  #1733 VGA_SMB1_CLK     V VIA .
$1031      8.253     8.114   1  1B   (T)  #1732 VGA_SMB1_DAT     V VIA .
$1032      8.444     7.603   1  1B   (T)  #587  N17983092        V VIA .
$1033      8.349     7.515   2  1B   (T)  #120  N29907906        V VIA .
$1034      8.187     7.706   1  1B   (T)  #504  VGA_THERM#_R     V VIA .
$1035      7.989     8.063   1  1B   (T)  #123  PEX_SSVDD_3V3    V VIA .
$1036      7.787     8.056   1  1B   (T)  #488  GPU_TESTMODE     V VIA .
$1037      7.802     8.146   1  1B   (T)  #816  +PEX_VDD_PLLVDD  V VIA .
$1038      7.938     8.226   1  1B   (T)  #817  N714805          V VIA .
$1039      7.847     8.530   2  1B   (T)  #500  FRM_LCK          V VIA .
$1040      7.907     8.564   3  1B   (T)  #1734 I2CB_SCL         V VIA .
$1041      7.949     8.596   3  1B   (T)  #1735 I2CB_SDA         V VIA .
$1042      7.984     8.725   3  1B   (T)  #505  STRAP2           V VIA .
$1043      7.983     8.785   3  1B   (T)  #2207 ROM_CS#          V PIN T7601.1
$1044      7.965     8.876   3  1B   (T)  #2121 FBB_D11          V VIA .
$1045      7.895     8.877   3  1B   (T)  #2198 FBB_WCK01        V VIA .
$1046      7.844     8.862   3  1B   (T)  #2118 FBB_D0           V VIA .
$1047      7.684     8.827   1  1B   (T)  #2174 FBB_D6           V VIA .
$1048      7.570     8.878   1  1B   (T)  #2105 FBB_CMD24        V VIA .
$1049      7.587     9.184   3  1B   (T)  #2096 FBB_CMD16        V VIA .
$1050      7.607     9.231   3  1B   (T)  #2102 FBB_CMD21        V VIA .
$1051      7.637     9.277   3  1B   (T)  #2116 FBB_CMD8         V VIA .
$1052      7.567     9.278   3  1B   (T)  #2098 FBB_CMD18        V VIA .
$1053      7.547     9.343   3  1C   (T)  #2097 FBB_CMD17        V VIA .
$1054      7.479     9.360   3  1C   (T)  #2106 FBB_CMD25        V VIA .
$1055      7.524     9.401   3  1C   (T)  #2099 FBB_CMD19        V VIA .
$1056      7.500     9.447   3  1C   (T)  #2101 FBB_CMD20        V VIA .
$1057      7.483     9.973   1  1C   (T)  #324  P_CHG_BATDRV_20  V VIA .
$1058      7.577    10.309   1  1C   (T)  #325  P_CHG_BATDRV_G_20 V VIA .
$1059      7.824    10.264   1  1C   (T)  #2261 TS1#_BAT_CON     V VIA .
$1060      7.893    10.113   1  1C   (T)  #556  BAT1_IN_OC#      V PIN PT6010.1
$1061      7.988    10.168   2  1C   (T)  #876  P_SMB0_DAT       V PIN PT6004.1
$1062      8.028    10.225   2  1C   (T)  #2262 SMB0_DAT_BAT_CON V VIA .
$1063      8.068    10.284   2  1C   (T)  #2263 SMB0_DAT_CLK_CON V VIA .
$1064      8.114    10.143   1  1C   (T)  #874  P_SMB0_CLK       V PIN PT6007.1
$1065      8.010     9.833   1  1C   (T)  #1549 N33956275        V VIA .
$1066      7.904     9.784   3  1C   (T)  #2179 FBB_D7           V VIA .
$1067      7.841     9.783   3  1C   (T)  #2182 FBB_DBI0         V VIA .
$1068      7.779     9.783   3  1C   (T)  #2141 FBB_D3           V VIA .
$1069      7.779     9.689   3  1C   (T)  #2130 FBB_D2           V VIA .
$1070      7.696     9.652   1  1C   (T)  #2119 FBB_D1           V VIA .
$1071      7.753     9.517   3  1C   (T)  #2180 FBB_D8           V VIA .
$1072      7.779     9.469   3  1C   (T)  #2120 FBB_D10          V VIA .
$1073      7.706     9.469   2  1C   (T)  #2100 FBB_CMD2         V VIA .
$1074      7.735     9.410   3  1C   (T)  #2181 FBB_D9           V VIA .
$1075      7.683     9.382   3  1C   (T)  #2115 FBB_CMD7         V VIA .
$1076      7.660     9.331   3  1C   (T)  #2117 FBB_CMD9         V VIA .
$1077      8.031     9.334   1  1C   (T)  #293  FBB_VREFC        V VIA .
$1078      7.905     9.407   3  1C   (T)  #2125 FBB_D15          V VIA .
$1079      7.841     9.406   3  1C   (T)  #2183 FBB_DBI1         V VIA .
$1080      7.873     9.469   3  1C   (T)  #2122 FBB_D12          V VIA .
$1081      7.936     9.470   3  1C   (T)  #2090 FBB_CMD0         V VIA .
$1082      8.030     9.469   2  1C   (T)  #2087 FBB_CLK0#        V VIA .
$1083      8.094     9.501   2  1C   (T)  #2113 FBB_CMD5         V VIA .
$1084      7.986     9.541   2  1C   (T)  #2091 FBB_CMD1         V VIA .
$1085      7.832     9.649   3  1C   (T)  #2199 FBB_WCK01#       V VIA .
$1086      7.873     9.689   3  1C   (T)  #2152 FBB_D4           V VIA .
$1087      7.936     9.721   3  1C   (T)  #2094 FBB_CMD12        V VIA .
$1088      7.974     9.677   3  1C   (T)  #2093 FBB_CMD11        V VIA .
$1089      8.106     9.737   3  1C   (T)  #2139 FBB_D28          V VIA .
$1090      8.120     9.788   3  1C   (T)  #2143 FBB_D31          V VIA .
$1091      8.156     9.752   3  1C   (T)  #2140 FBB_D29          V VIA .
$1092      8.188     9.792   3  1C   (T)  #2185 FBB_DBI3         V VIA .
$1093      8.219     9.752   3  1C   (T)  #2193 FBB_EDC3         V VIA .
$1094      8.297     9.780   2  1C   (T)  #2136 FBB_D25          V VIA .
$1095      8.303     9.705   3  1C   (T)  #2135 FBB_D24          V VIA .
$1096      8.289     9.645   3  1C   (T)  #2138 FBB_D27          V VIA .
$1097      8.251     9.689   3  1C   (T)  #2137 FBB_D26          V VIA .
$1098      8.188     9.689   3  1C   (T)  #2200 FBB_WCK23        V VIA .
$1099      8.125     9.689   3  1C   (T)  #2142 FBB_D30          V VIA .
$1100      8.266     8.724   3  1B   (T)  #1702 NVDD_GND_SENSE   V VIA .
$1101      8.286     8.674   3  1B   (T)  #1736 I2CC_SDA         V VIA .
$1102      8.261     8.623   3  1B   (T)  #1737 I2CC_SCL         V VIA .
$1103      8.246     8.531   1  1B   (T)  #501  ALERT#           V VIA .
$1104      8.282     8.395   1  1B   (T)  #667  +NVVDD           V VIA .
$1105      8.474     8.606   1  1B   (T)  #589  N44954045        V VIA .
$1106      8.693     8.901   3  1B   (T)  #802  PCIE_WAKE#_WLAN  V VIA .
$1107      8.745     8.912   3  1B   (T)  #797  CLKREQ_WLAN#_X1  V VIA .
$1108      8.839     8.763   1  1B   (T)  #483  N37712545        V VIA .
$1109      8.998     8.919   1  1B   (T)  #805  BUF_PLT_1.8V_RST# V PIN T5301.1
$1110      8.955     8.539   1  1B   (T)  #376  P_NVVDD_LX2_30   V VIA .
$1111      8.948     7.933   1  1B   (T)  #378  P_NVVDD_LX1_30   V VIA .
$1112      8.993     7.800   1  1B   (T)  #377  P_NVVDD_HG1_R_30 V VIA .
$1113      8.887     7.777   1  1B   (T)  #2332 P_NVVDD_HG1_30   V VIA .
$1114      8.972     7.458   1  1B   (T)  #1643 P_PEXVDD_SNB_S   V VIA .
$1115      8.845     7.045   1  1B   (T)  #795  N96429402        V VIA .
$1116      9.087     7.121   1  1B   (T)  #790  M_A_DIMM0_SA1    V VIA .
$1117      9.235     7.226   2  1B   (T)  #2318 N44783044        V VIA .
$1118      9.282     7.279   3  1B   (T)  #1295 P_1V2_EN_10      V VIA .
$1119      9.276     7.335   3  1B   (T)  #1608 P_1V2_LDO_EN_10  V VIA .
$1120      9.171     7.417   2  1B   (T)  #604  P_PEXVDD_TON_10  V VIA .
$1121      9.235     7.451   2  1B   (T)  #1488 +PEXVDD_PWRGD    V VIA .
$1122      9.187     7.512   2  1B   (T)  #1482 P_PEXVDD_BST_R_30 V VIA .
$1123      9.161     7.618   1  1B   (T)  #1481 P_PEXVDD_BST_30  V VIA .
$1124      9.193     7.743   1  1B   (T)  #607  P_PEXVDD_LX_30   V VIA .
$1125      9.329     7.609   1  1B   (T)  #327  P_PEXVDD_FB_10   V VIA .
$1126      9.426     7.656   2  1B   (T)  #71   SUSB_EC#         V VIA .
$1127      9.406     7.735   2  1B   (T)  #138  NVVDD_EN         V VIA .
$1128      9.563     7.783   1  1B   (T)  #654  +3VS_DISCHRG     V VIA .
$1129      9.727     7.729   2  1B   (T)  #659  +VTT_DISCHRG     V VIA .
$1130      9.800     7.719   2  1B   (T)  #2282 H_SPKL+          V VIA .
$1131      9.755     7.623   1  1B   (T)  #658  +VTT             V VIA .
$1132      9.787     7.475   1  1B   (T)  #1674 P_1V2_LDOIN_30   V VIA .
$1133      9.556     7.513   1  1B   (T)  #1678 P_1V2_VTTREF_10  V VIA .
$1134      9.484     7.388   1  1B   (T)  #360  P_1V2_FB_10      V VIA .
$1135      9.520     7.287   1  1B   (T)  #510  P_1V2_TON_10     V VIA .
$1136      9.428     7.202   1  1B   (T)  #522  P_1V2_VID_10     V VIA .
$1137      9.476     7.045   1  1B   (T)  #1005 N94498122        V VIA .
$1138      9.424     6.930   1  1B   (T)  #968  M_B_DQ58         V VIA .
$1139      9.349     6.879   1  1B   (T)  #792  SMB_CLK_S        V VIA .
$1140      9.246     6.919   1  1B   (T)  #793  SMB_DAT_S        V VIA .
$1141      9.155     6.915   3  1B   (T)  #756  M_A_DQ62         V VIA .
$1142      9.100     6.915   3  1B   (T)  #761  M_A_DQ60         V VIA .
$1143      9.064     6.972   2  1B   (T)  #789  M_A_DIMM0_SA0    V VIA .
$1144      8.966     6.857   3  1B   (T)  #760  M_A_DQ61         V VIA .
$1145      9.020     6.857   3  1B   (T)  #755  M_A_DQ56         V VIA .
$1146      9.082     6.857   3  1B   (T)  #779  M_A_DQS#7        V VIA .
$1147      9.132     6.857   3  1B   (T)  #780  M_A_DQS7         V VIA .
$1148      9.134     6.733   3  1B   (T)  #758  M_A_DQ63         V VIA .
$1149      9.080     6.733   3  1B   (T)  #754  M_A_DQ59         V VIA .
$1150      9.022     6.733   3  1B   (T)  #753  M_A_DQ58         V VIA .
$1151      8.967     6.733   3  1B   (T)  #759  M_A_DQ57         V VIA .
$1152      8.965     6.655   3  1B   (T)  #752  M_A_DQ55         V VIA .
$1153      9.020     6.655   3  1B   (T)  #748  M_A_DQ53         V VIA .
$1154      9.081     6.655   3  1B   (T)  #747  M_A_DQ51         V VIA .
$1155      9.135     6.655   3  1B   (T)  #751  M_A_DQ52         V VIA .
$1156      9.125     6.590   3  1B   (T)  #744  M_A_DQ50         V VIA .
$1157      9.071     6.590   3  1B   (T)  #750  M_A_DQ49         V VIA .
$1158      9.020     6.590   3  1B   (T)  #778  M_A_DQS6         V VIA .
$1159      8.970     6.590   3  1B   (T)  #777  M_A_DQS#6        V VIA .
$1160      8.965     6.514   3  1B   (T)  #749  M_A_DQ54         V VIA .
$1161      9.025     6.514   3  1B   (T)  #745  M_A_DQ48         V VIA .
$1162      9.100     6.513   3  1B   (T)  #743  M_A_DQ40         V VIA .
$1163      9.155     6.513   3  1B   (T)  #739  M_A_DQ42         V VIA .
$1164      9.130     6.434   3  1B   (T)  #776  M_A_DQS5         V VIA .
$1165      9.080     6.435   3  1B   (T)  #775  M_A_DQS#5        V VIA .
$1166      9.029     6.439   3  1B   (T)  #738  M_A_DQ43         V VIA .
$1167      8.975     6.439   3  1B   (T)  #742  M_A_DQ47         V VIA .
$1168      8.945     6.349   3  1B   (T)  #740  M_A_DQ44         V VIA .
$1169      8.945     6.299   3  1B   (T)  #729  M_A_DQ34         V VIA .
$1170      9.000     6.298   3  1B   (T)  #733  M_A_DQ39         V VIA .
$1171      8.999     6.348   3  1B   (T)  #736  M_A_DQ41         V VIA .
$1172      9.091     6.349   3  1B   (T)  #741  M_A_DQ45         V VIA .
$1173      9.145     6.349   3  1B   (T)  #737  M_A_DQ46         V VIA .
$1174      9.441     6.335   3  1B   (T)  #942  M_B_DQ33         V VIA .
$1175      9.495     6.335   3  1B   (T)  #946  M_B_DQ32         V VIA .
$1176      9.550     6.335   3  1B   (T)  #950  M_B_DQ44         V VIA .
$1177      9.607     6.335   3  1B   (T)  #954  M_B_DQ45         V VIA .
$1178      9.494     6.402   3  1B   (T)  #953  M_B_DQ41         V VIA .
$1179      9.440     6.402   3  1B   (T)  #949  M_B_DQ40         V VIA .
$1180      9.441     6.530   3  1B   (T)  #951  M_B_DQ46         V VIA .
$1181      9.495     6.530   3  1B   (T)  #955  M_B_DQ47         V VIA .
$1182      9.549     6.530   3  1B   (T)  #956  M_B_DQ42         V VIA .
$1183      9.555     6.445   3  1B   (T)  #988  M_B_DQS#5        V VIA .
$1184      9.605     6.445   3  1B   (T)  #989  M_B_DQS5         V VIA .
$1185      9.604     6.530   3  1B   (T)  #952  M_B_DQ43         V VIA .
$1186      9.604     6.605   3  1B   (T)  #957  M_B_DQ54         V VIA .
$1187      9.550     6.605   3  1B   (T)  #963  M_B_DQ51         V VIA .
$1188      9.493     6.605   3  1B   (T)  #962  M_B_DQ52         V VIA .
$1189      9.437     6.605   3  1B   (T)  #958  M_B_DQ48         V VIA .
$1190      9.439     6.740   3  1B   (T)  #961  M_B_DQ50         V VIA .
$1191      9.493     6.747   3  1B   (T)  #965  M_B_DQ55         V VIA .
$1192      9.517     6.701   3  1B   (T)  #990  M_B_DQS#6        V VIA .
$1193      9.550     6.740   3  1B   (T)  #964  M_B_DQ53         V VIA .
$1194      9.607     6.740   3  1B   (T)  #960  M_B_DQ49         V VIA .
$1195      9.604     6.815   3  1B   (T)  #967  M_B_DQ62         V VIA .
$1196      9.565     6.860   3  1B   (T)  #992  M_B_DQS#7        V VIA .
$1197      9.545     6.814   3  1B   (T)  #971  M_B_DQ59         V VIA .
$1198      9.490     6.815   3  1B   (T)  #972  M_B_DQ61         V VIA .
$1199      9.436     6.815   3  1B   (T)  #966  M_B_DQ57         V VIA .
$1200      9.575     6.925   3  1B   (T)  #974  M_B_DQ56         V VIA .
$1201      9.630     6.925   3  1B   (T)  #969  M_B_DQ60         V VIA .
$1202      9.747     6.904   1  1B   (T)  #1001 M_B_DIMM0_SA0    V VIA .
$1203      9.840     6.905   1  1B   (T)  #1303 P_1.2V_LG_30     V VIA .
$1204      9.997     6.785   1  1B   (T)  #1639 P_1V2_SNB_S      V VIA .
$1205      9.916     6.993   1  1B   (T)  #2330 P_1V2_HG_30      V VIA .
$1206      9.753     7.104   2  1B   (T)  #1002 M_B_DIMM0_SA1    V VIA .
$1207      9.692     7.138   2  1B   (T)  #523  P_1V2_VDD_30     V VIA .
$1208      9.671     7.256   1  1B   (T)  #517  P_1V2_CS_10      V VIA .
$1209      9.839     7.228   1  1B   (T)  #2306 P_1V2_BST_R_30   V VIA .
$1210      9.860     7.321   1  1B   (T)  #2331 P_1V2_BST_30     V VIA .
$1211      9.910     7.498   2  1B   (T)  #2280 H_SPKL-          V VIA .
$1212      9.920     7.580   2  1B   (T)  #2281 H_SPKR+          V VIA .
$1213      9.882     7.790   2  1B   (T)  #1630 H_SPKR-_CON      V VIA .
$1214      9.874     7.869   2  1B   (T)  #1629 H_SPKL-_CON      V VIA .
$1215      9.781     8.011   1  1B   (T)  #1628 H_SPKL+_CON      V VIA .
$1216      9.549     8.089   3  1B   (T)  #1299 P_NVVDD_EN_10    V VIA .
$1217      9.516     8.140   3  1B   (T)  #2309 P_NVVDD_BST1_30  V VIA .
$1218      9.421     8.141   1  1B   (T)  #625  P_NVVDD_VIN_S    V VIA .
$1219      9.467     8.284   1  1B   (T)  #335  +5VS_PWR         V VIA .
$1220      9.591     8.388   1  1B   (T)  #526  P_NVVDD_PVCC_20  V VIA .
$1221      9.722     8.297   3  1B   (T)  #49   P_NVVDD_VID_10   V VIA .
$1222      9.699     8.241   3  1B   (T)  #380  P_NVVDD_PSI_10   V VIA .
$1223      9.811     8.266   1  1B   (T)  #1461 P_NVVDD_REFADJ_10 V VIA .
$1224      9.872     8.198   1  1B   (T)  #1631 H_SPKR+_CON      V VIA .
$1225      9.975     8.310   3  1B   (T)  #338  P_NVVDD_REFIN_R_10 V VIA .
$1226      9.977     8.362   3  1B   (T)  #622  P_NVVDD_VREF_10  V VIA .
$1227      9.999     8.443   2  1B   (T)  #512  N5668330         V VIA .
$1228      9.953     8.497   2  1B   (T)  #43   P_NVVDD_REFIN_L_10 V VIA .
$1229      9.969     8.599   1  1B   (T)  #1508 N5668196         V VIA .
$1230      9.959     8.716   1  1B   (T)  #40   NVVDD_VSSSENSE   V VIA .
$1231      9.864     8.723   2  1B   (T)  #1509 N5668062         V VIA .
$1232      9.795     8.731   2  1B   (T)  #44   NVVDD_VCCSENSE   V VIA .
$1233      9.819     8.667   2  1B   (T)  #45   P_NVVDD_VSN_10   V VIA .
$1234      9.805     8.562   3  1B   (T)  #1125 P_NVVDD_FB_RC_10 V VIA .
$1235      9.864     8.509   2  1B   (T)  #620  P_NVVDD_FBRTN_L_10 V VIA .
$1236      9.781     8.507   3  1B   (T)  #1126 P_NVVDD_FB_10    V VIA .
$1237      9.782     8.451   3  1B   (T)  #41   P_NVVDD_FBRTN_10 V VIA .
$1238      9.782     8.400   3  1B   (T)  #513  P_NVVDD_OCS_10   V VIA .
$1239      9.779     8.350   3  1B   (T)  #42   P_NVVDD_REFIN_10 V VIA .
$1240      9.628     8.541   3  1B   (T)  #47   PS_PGOOD_NV_FB   V VIA .
$1241      9.682     8.537   3  1B   (T)  #1314 P_NVVDD_COMP_10  V VIA .
$1242      9.731     8.580   3  1B   (T)  #624  P_NVVDD_CMP_10   V VIA .
$1243      9.664     8.650   1  1B   (T)  #46   P_NVVDD_PG_10    V VIA .
$1244      9.543     8.675   3  1B   (T)  #2308 P_NVVDD_BST2_30  V VIA .
$1245      9.548     8.731   3  1B   (T)  #379  +3V3_AON         V VIA .
$1246      9.651     8.783   2  1B   (T)  #112  BT_ON/OFF#       V VIA .
$1247      9.662     8.852   2  1B   (T)  #2313 BT_ON_PCH        V VIA .
$1248      9.640     8.931   2  1B   (T)  #48   VID              V VIA .
$1249      9.740     8.956   3  1B   (T)  #499  PSI              V VIA .
$1250      9.793     9.006   3  1B   (T)  #1385 EDP_TXP1         V VIA .
$1251      9.756     9.056   3  1B   (T)  #1387 EDP_TXN1         V VIA .
$1252      9.833     9.054   3  1B   (T)  #1380 EDP_TXN0         V VIA .
$1253      9.996     9.028   1  1B   (T)  #1389 EDP_AUXP         V VIA .
$1254     10.157     9.165   1  1B   (T)  #563  EDP_HPD          V VIA .
$1255     10.033     9.293   2  1B   (T)  #2225 EDP_HPD_CON      V VIA .
$1256      9.951     9.280   3  1B   (T)  #2222 EDP_AUXP_CON     V VIA .
$1257      9.908     9.307   3  1C   (T)  #2223 EDP_AUXN_CON     V VIA .
$1258      9.854     9.289   3  1B   (T)  #2221 EDP_TXP0_CON     V VIA .
$1259      9.809     9.315   3  1C   (T)  #2220 EDP_TXN0_CON     V VIA .
$1260      9.750     9.315   3  1C   (T)  #2227 EDP_TXN1_CON     V VIA .
$1261      9.565     9.176   1  1B   (T)  #111  BT_ON_R          V VIA .
$1262      9.370     8.995   1  1B   (T)  #482  +3V_NGFF_WLAN    V VIA .
$1263      9.361     9.280   1  1B   (T)  #110  WLAN_RST#        V VIA .
$1264      9.475     9.302   1  1C   (T)  #113  WLAN_ON_R        V VIA .
$1265      9.563     9.776   1  1C   (T)  #2335 P_FBVDDQ_HG_30   V VIA .
$1266      9.715     9.900   1  1C   (T)  #1308 P_FBVDDQ_LG_30   V VIA .
$1267      9.953     9.974   1  1C   (T)  #515  P_FBVDDQ_VIN_S   V VIA .
$1268     10.372     9.406   1  1C   (T)  #1603 AC_BAT_SYS_LCD   V VIA .
$1269     10.581     9.601   1  1C   (T)  #1049 AC_BAT_SYS_LCD_S V VIA .
$1270     10.487     9.863   1  1C   (T)  #566  AC_BAT_SYS       V VIA .
$1271     10.629     9.972   1  1C   (T)  #567  Q4503_G          V VIA .
$1272     10.737     9.994   1  1C   (T)  #568  Q4503_D          V VIA .
$1281     10.120     6.235   1  1B   (B)  #1682 P_1V2_VO_S       V VIA .
$1282      9.912     4.225   1  1A   (B)  #227  +5VS_HDD_R       V VIA .
$1283      9.548     4.180   3  1A   (B)  #810  INT_MIC_P        V VIA .
$1284      9.534     4.128   3  1A   (B)  #811  INT_MIC_N        V VIA .
$1285      9.631     3.847   1  1A   (B)  #194  DMIC_CLK         V VIA .
$1286      9.733     3.639   1  1A   (B)  #1442 INT_R            V VIA .
$1287      9.772     3.542   2  1A   (B)  #1645 INT_L            V VIA .
$1288      9.772     3.427   2  1A   (B)  #1692 +5VS_AUDIO       V VIA .
$1289      9.711     3.387   2  1A   (B)  #1352 AC_HP_R          V VIA .
$1290      9.701     3.319   2  1A   (B)  #1353 AC_HP_L          V VIA .
$1291      9.603     3.408   1  1A   (B)  #2268 HGNDA            V VIA .
$1292      9.695     3.554   2  1A   (B)  #1622 MIC2_INT_L       V VIA .
$1293      9.619     3.556   2  1A   (B)  #105  GND_AUDIO        V VIA .
$1294      9.444     3.748   1  1A   (B)  #473  DLY_OP_SD#       V VIA .
$1295      9.227     3.892   1  1A   (B)  #2289 ACZ_RST#_AUD     V VIA .
$1296      9.117     3.751   1  1A   (B)  #809  +5VS_AMP         V VIA .
$1297      8.780     3.870   1  1A   (B)  #306  P_TEMPSENS_VCC_30 V VIA .
$1298      8.610     3.982   1  1A   (B)  #836  1.2V_ON          V VIA .
$1299      8.347     3.746   1  1A   (B)  #258  EC_SO            V VIA .
$1300      8.865     2.765   1  1A   (B)  #806  SUS_CLK          V VIA .
$1301      8.475     2.346   2  1A   (B)  #390  PM_PWROK         V VIA .
$1302      8.448     2.412   2  1A   (B)  #466  LAN_WAKE#        V VIA .
$1303      8.287     2.353   1  1A   (B)  #54   PM_SUSC#         V VIA .
$1304      7.962     2.286   2  1A   (B)  #834  PCH_SUSACK#      V VIA .
$1305      7.952     2.357   2  1A   (B)  #1332 CLKREQ6_NGFF1#   V VIA .
$1306      7.901     2.405   2  1A   (B)  #585  1.0VSUS_PWRGD    V VIA .
$1307      7.636     2.394   1  1A   (B)  #205  CLK_KBCPCI_PCH   V VIA .
$1308      7.629     2.768   1  1A   (B)  #463  RC_IN#           V VIA .
$1309      7.731     2.763   3  1A   (B)  #835  LPC_FRAME#       V VIA .
$1310      7.783     2.766   3  1A   (B)  #433  INT_SERIRQ       V VIA .
$1311      7.906     2.762   1  1A   (B)  #878  PCH_SPI_OV       V VIA .
$1312      8.289     2.762   1  1A   (B)  #1432 SRTCRST#         V VIA .
$1313      8.415     2.765   1  1A   (B)  #208  PM_CLKRUN#       V VIA .
$1314      8.169     3.887   1  1A   (B)  #825  N41752822        V VIA .
$1315      8.052     3.854   1  1A   (B)  #190  PECI_EC          V VIA .
$1316      7.897     3.924   1  1A   (B)  #472  EC_GPC4          V VIA .
$1317      7.833     3.743   1  1A   (B)  #81   OP_SD#           V VIA .
$1318      7.560     3.756   1  1A   (B)  #467  THRO_CPU#        V VIA .
$1319      7.597     3.924   1  1A   (B)  #1542 EC_RST#_R        V VIA .
$1320      7.703     4.236   1  1A   (B)  #662  +1.2V_DISCHRG    V VIA .
$1321      7.389     4.340   1  2A   (B)  #661  +3V_DISCHRG      V VIA .
$1322      7.320     4.250   1  2A   (B)  #579  PM_SUSB          V PIN T5702.1
$1323      7.444     3.995   1  1A   (B)  #584  1.2V_PWRGD       V VIA .
$1324      7.437     3.898   1  2A   (B)  #2337 N17887289        V VIA .
$1325      7.445     2.765   2  1A   (B)  #468  CHG_LED#         V VIA .
$1326      7.372     2.763   2  2A   (B)  #2315 5VSUS_PWRGD      V VIA .
$1327      7.248     2.762   1  2A   (B)  #1857 PCH_PLTRST_CPU#  V VIA .
$1328      7.127     2.303   1  2A   (B)  #469  CHG_FULL_LED#    V VIA .
$1329      6.938     2.412   1  2A   (B)  #392  PM_SYSPWROK      V VIA .
$1330      6.920     2.533   1  2A   (B)  #151  PCH_JTAG_TMS     V PIN T0714.1
$1331      6.873     2.694   2  2A   (B)  #152  PCH_JTAG_TDI     V PIN T0716.1
$1332      6.849     2.764   2  2A   (B)  #154  PCH_JTAG_TCK     V PIN T0715.1
$1333      6.751     2.691   1  2A   (B)  #394  DPWROK_EC        V VIA .
$1334      6.664     2.766   1  2A   (B)  #1335 N38418976        V PIN T4007.1
$1335      6.539     2.749   1  2A   (B)  #1350 NGFF_SUSCLK      V VIA .
$1336      6.600     2.688   2  2A   (B)  #1334 N38418978        V PIN T4005.1
$1337      6.605     2.619   2  2A   (B)  #1347 NGFF_PEWAKE#     V VIA .
$1338      6.609     2.547   2  2A   (B)  #474  +3VS_SSD1        V VIA .
$1339      6.470     2.602   1  2A   (B)  #1741 LPC_AD1          V VIA .
$1340      6.364     2.598   1  2A   (B)  #1739 LPC_AD3          V VIA .
$1341      6.313     2.476   1  2A   (B)  #203  CLK_DEBUG        V VIA .
$1342      5.900     2.639   1  2A   (B)  #216  XCLK_BIASREF     V VIA .
$1343      6.043     2.799   1  2A   (B)  #803  CLK3_PCIE_WLAN#  V VIA .
$1344      6.217     2.716   1  2A   (B)  #1331 N36620476        V PIN T4002.1
$1345      6.311     2.726   1  2A   (B)  #1832 PCIE11_RXP_NGFF1_L2 V VIA .
$1346      6.434     2.773   1  2A   (B)  #1338 PCIE11_RXN_NGFF1_L2_X1 V VIA .
$1347      6.175     3.301   1  2A   (B)  #1140 PCIE9_TXP_NGFF1_L1_X1 V VIA .
$1348      5.915     3.165   2  2A   (B)  #1883 N95164166        V PIN T2208.1
$1349      5.890     3.085   2  2A   (B)  #1884 N95164154        V PIN T2207.1
$1350      5.878     2.995   1  2A   (B)  #1715 XTAL24_IN        V VIA .
$1351      5.877     2.904   1  2A   (B)  #1714 XTAL24_OUT       V VIA .
$1352      5.772     2.649   1  2A   (B)  #215  +1.0VSUS_PCH     V VIA .
$1353      5.683     2.558   2  2A   (B)  #177  AUD_AZACPU_SCLK  V VIA .
$1354      5.610     2.589   2  2A   (B)  #182  PCH_TRIGGER_CPU  V VIA .
$1355      5.465     2.573   1  2A   (B)  #581  N43273831        V VIA .
$1356      5.385     2.629   1  2A   (B)  #1825 USB2_ID          V VIA .
$1357      5.220     2.599   1  2A   (B)  #485  N43273844        V VIA .
$1358      5.415     2.723   2  2A   (B)  #1822 USB_PP7          V PIN T2117.1
$1359      5.614     2.765   1  2A   (B)  #1915 +1.0VSUS_VCCCLK5 V VIA .
$1360      5.531     2.821   2  2A   (B)  #1817 USB_PP11         V PIN T2107.1
$1361      5.463     2.846   2  2A   (B)  #1808 USB_PN11         V PIN T2106.1
$1362      5.416     2.794   2  2A   (B)  #1813 USB_PN7          V PIN T2116.1
$1363      5.327     2.802   1  2A   (B)  #642  USBCOMP          V VIA .
$1364      5.246     2.833   2  2A   (B)  #212  PCH_THERMTRIP#_X1 V VIA .
$1365      5.195     2.792   3  2A   (B)  #181  PCH_TRIGGER_CPU_X1 V VIA .
$1366      5.144     2.790   3  2A   (B)  #178  AUD_AZACPU_SCLK_X1 V VIA .
